City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
259,Epernay,FR,49.05,3.95,48.15,70,61,6.4,broken clouds,2021-11-06 16:39:32
260,Magnolia,US,33.2671,-93.2393,55.09,42,0,2.71,clear sky,2021-11-06 16:39:33
261,Katangli,RU,51.7102,143.2326,22.5,65,98,22.08,overcast clouds,2021-11-06 16:39:33
262,Nome,US,64.5011,-165.4064,19.47,74,75,11.5,broken clouds,2021-11-06 16:39:33
263,Maracacume,BR,-2.0428,-45.9592,98.15,34,92,1.92,overcast clouds,2021-11-06 16:39:34
264,Evensk,RU,61.95,159.2333,30.99,96,100,8.55,light snow,2021-11-06 16:39:34
265,Manggar,ID,-2.8833,108.2667,80.13,82,99,2.75,overcast clouds,2021-11-06 16:39:34
266,Halifax,CA,44.6453,-63.5724,50.41,51,1,3.0,clear sky,2021-11-06 16:35:52
267,Talnakh,RU,69.4865,88.3972,11.53,94,100,14.63,light snow,2021-11-06 16:39:35
268,Hasaki,JP,35.7333,140.8333,55.8,62,100,9.35,overcast clouds,2021-11-06 16:39:36
269,San Patricio,US,28.017,-97.5169,68.85,47,0,5.84,clear sky,2021-11-06 16:39:36
270,Chandler,US,33.3062,-111.8412,82.65,27,1,3.44,clear sky,2021-11-06 16:39:37
271,Poddorye,RU,57.4695,31.1156,40.68,87,97,7.43,light rain,2021-11-06 16:39:37
272,Lahaina,US,20.8783,-156.6825,78.8,74,6,7.45,clear sky,2021-11-06 16:39:37
273,Peniche,PT,39.3558,-9.3811,62.08,55,0,14.16,clear sky,2021-11-06 16:39:38
274,Acajutla,SV,13.5928,-89.8275,86.83,51,10,0.58,clear sky,2021-11-06 16:39:38
275,Port Hedland,AU,-20.3167,118.5667,78.85,83,12,11.5,few clouds,2021-11-06 16:39:38
276,Port Elizabeth,ZA,-33.918,25.5701,65.1,82,90,8.05,overcast clouds,2021-11-06 16:39:39
277,Cabadiangan,PH,9.7531,122.4739,78.15,92,65,5.7,broken clouds,2021-11-06 16:39:39
278,Dire,ML,12.2833,-10.9667,95.43,36,21,2.55,few clouds,2021-11-06 16:39:40
279,Shubarshi,KZ,48.5872,57.1869,32.27,21,39,8.1,scattered clouds,2021-11-06 16:39:40
280,Tyret Pervaya,RU,53.6703,102.3106,20.77,77,100,3.98,overcast clouds,2021-11-06 16:39:40
281,Eenhana,NA,-17.4667,16.3333,89.08,24,99,3.67,overcast clouds,2021-11-06 16:39:41
282,Severo-Kurilsk,RU,50.6789,156.125,34.97,75,7,1.66,clear sky,2021-11-06 16:39:41
283,Dunedin,NZ,-45.8742,170.5036,52.81,81,88,7.0,overcast clouds,2021-11-06 16:39:41
284,Karpathos,GR,35.507,27.2132,67.96,88,0,8.05,clear sky,2021-11-06 16:39:42
285,Warri,NG,5.5167,5.75,78.98,88,100,5.61,overcast clouds,2021-11-06 16:39:42
286,Sterling,US,39.0062,-77.4286,56.14,49,40,1.01,scattered clouds,2021-11-06 16:39:43
287,Washington,US,47.5001,-120.5015,37.35,86,96,2.13,overcast clouds,2021-11-06 16:36:35
288,Clyde River,CA,70.4692,-68.5914,19.63,79,75,6.91,broken clouds,2021-11-06 16:39:43
289,Boende,CD,-0.2167,20.8667,78.17,72,46,2.01,scattered clouds,2021-11-06 16:39:44
290,Kapit,MY,2.0167,112.9333,73.89,99,100,1.05,overcast clouds,2021-11-06 16:39:45
291,Karakol,KG,42.4907,78.3936,18.1,63,7,7.54,clear sky,2021-11-06 16:39:45
292,Dingle,PH,10.9995,122.6711,76.96,92,99,5.75,moderate rain,2021-11-06 16:39:45
293,Poum,NC,-20.2333,164.0167,73.51,67,88,5.59,overcast clouds,2021-11-06 16:39:46
294,Arkadelphia,US,34.1209,-93.0538,55.45,54,1,3.44,clear sky,2021-11-06 16:39:46
295,Whitehorse,CA,60.7161,-135.0538,32.77,93,90,11.99,overcast clouds,2021-11-06 16:39:47
296,Banikoara,BJ,11.2985,2.4386,91.33,18,30,5.03,scattered clouds,2021-11-06 16:39:47
297,Corinto,GR,37.9407,22.9573,71.83,84,99,1.92,overcast clouds,2021-11-06 16:36:19
298,Richards Bay,ZA,-28.783,32.0377,70.45,93,53,7.16,light rain,2021-11-06 16:39:47
299,Jiangyou,CN,31.7667,104.7167,47.89,66,100,7.14,light rain,2021-11-06 16:39:48
300,Port Lincoln,AU,-34.7333,135.8667,55.69,61,100,7.58,overcast clouds,2021-11-06 16:39:48
301,Huehuetan,MX,15.0167,-92.3667,82.81,61,44,4.0,scattered clouds,2021-11-06 16:39:48
302,Mikkeli,FI,61.6886,27.2723,34.14,100,0,1.14,clear sky,2021-11-06 16:36:11
303,Hamadan,IR,34.7992,48.5146,39.85,91,100,4.14,overcast clouds,2021-11-06 16:39:49
304,Walvis Bay,NA,-22.9575,14.5053,72.55,49,54,18.41,broken clouds,2021-11-06 16:39:49
305,Iskateley,RU,67.6803,53.1512,33.89,98,100,9.4,overcast clouds,2021-11-06 16:39:50
306,Buala,SB,-8.145,159.5921,79.99,80,46,8.72,light rain,2021-11-06 16:39:50
307,Sao Domingos,BR,-13.3983,-46.3183,84.49,53,86,4.94,overcast clouds,2021-11-06 16:39:50
308,Alyangula,AU,-13.8483,136.4192,76.87,94,43,0.0,scattered clouds,2021-11-06 16:39:51
309,Mahebourg,MU,-20.4081,57.7,76.24,83,40,11.5,scattered clouds,2021-11-06 16:39:51
310,Champerico,GT,14.3,-91.9167,88.36,73,56,4.23,broken clouds,2021-11-06 16:39:51
311,Yabelo,ET,4.8833,38.0833,63.16,72,100,7.92,light rain,2021-11-06 16:39:52
312,Karagay,RU,58.2667,54.9368,34.7,97,100,16.53,snow,2021-11-06 16:39:52
313,Morden,CA,49.1919,-98.1014,51.46,57,26,5.75,scattered clouds,2021-11-06 16:37:38
314,Banda Aceh,ID,5.5577,95.3222,76.98,89,100,3.89,heavy intensity rain,2021-11-06 16:39:53
315,Glen Allen,US,37.666,-77.5064,54.41,59,90,1.01,overcast clouds,2021-11-06 16:37:36
316,Boyuibe,BO,-20.4167,-63.2833,66.11,60,100,9.19,overcast clouds,2021-11-06 16:39:53
317,Tura,IN,25.5198,90.2201,63.1,87,11,3.85,few clouds,2021-11-06 16:39:54
318,North Adams,US,42.7009,-73.1087,48.65,58,1,4.61,clear sky,2021-11-06 16:39:54
319,San Policarpo,PH,12.1791,125.5072,81.46,84,100,13.29,moderate rain,2021-11-06 16:39:54
320,Nekrasovka,RU,48.3525,135.2325,17.62,53,0,17.9,clear sky,2021-11-06 16:39:55
321,Tazovskiy,RU,67.4667,78.7,30.18,97,100,18.99,snow,2021-11-06 16:39:55
322,Bengkulu,ID,-3.8004,102.2655,76.23,92,98,9.31,overcast clouds,2021-11-06 16:39:55
323,Tucuman,AR,-26.8241,-65.2226,64.4,48,75,5.75,broken clouds,2021-11-06 16:39:56
324,Sitka,US,57.0531,-135.33,44.49,70,90,13.8,light rain,2021-11-06 16:39:56
325,Yichang,CN,30.7144,111.2847,61.7,93,100,4.21,light rain,2021-11-06 16:39:56
326,Ancud,CL,-41.8697,-73.8203,60.33,65,4,9.48,clear sky,2021-11-06 16:39:57
327,Delhi,IN,28.6667,77.2167,71.69,78,40,0.0,mist,2021-11-06 16:39:57
328,Aleksandrovskiy Zavod,RU,50.9237,117.9374,13.51,56,0,5.21,clear sky,2021-11-06 16:39:58
329,Yellowknife,CA,62.456,-114.3525,30.42,99,75,6.91,broken clouds,2021-11-06 16:38:54
330,Axim,GH,4.8699,-2.2405,81.37,76,90,7.25,overcast clouds,2021-11-06 16:39:58
331,Kita,ML,13.0349,-9.4895,95.47,26,39,1.34,scattered clouds,2021-11-06 16:39:58
332,Sergach,RU,55.5308,45.4661,45.99,81,100,15.7,overcast clouds,2021-11-06 16:39:59
333,Acapulco,MX,16.8634,-99.8901,83.52,66,91,2.95,overcast clouds,2021-11-06 16:39:59
334,Vardo,NO,70.3705,31.1107,35.06,62,100,25.05,overcast clouds,2021-11-06 16:40:00
335,Mandan,US,46.8267,-100.8896,53.98,69,1,5.75,clear sky,2021-11-06 16:35:30
336,Gornyy,RU,55.1153,83.9059,23.79,93,93,13.87,overcast clouds,2021-11-06 16:40:01
337,Buraydah,SA,26.326,43.975,77.45,22,0,10.31,clear sky,2021-11-06 16:40:02
338,Athabasca,CA,54.7169,-113.2854,34.63,51,60,9.6,broken clouds,2021-11-06 16:40:02
339,Westport,US,41.1415,-73.3579,54.28,48,1,1.01,clear sky,2021-11-06 16:36:15
340,Masingbi,SL,8.7833,-11.95,82.71,85,19,0.56,moderate rain,2021-11-06 16:40:04
341,Drayton Valley,CA,53.2168,-114.9854,35.33,50,0,6.17,clear sky,2021-11-06 16:40:04
342,Santa Maria,BR,-29.6842,-53.8069,72.7,68,90,8.05,overcast clouds,2021-11-06 16:40:05
343,Ambon,ID,-3.6954,128.1814,75.34,94,20,5.75,few clouds,2021-11-06 16:40:06
344,Half Moon Bay,US,37.4636,-122.4286,59.05,92,75,5.75,broken clouds,2021-11-06 16:40:07
345,Kizema,RU,61.113,44.8302,40.95,81,90,9.33,overcast clouds,2021-11-06 16:40:07
346,Spornoye,RU,50.8448,37.2913,44.62,81,44,7.9,scattered clouds,2021-11-06 16:40:07
347,Gamba,GA,-2.65,10.0,78.51,85,92,8.59,overcast clouds,2021-11-06 16:40:08
348,Pelym,RU,61.0108,61.9978,37.2,89,100,12.37,overcast clouds,2021-11-06 16:40:08
349,Rawson,AR,-43.3002,-65.1023,77.25,19,97,25.46,overcast clouds,2021-11-06 16:40:09
350,Tongliao,CN,43.6125,122.2653,25.43,53,100,8.5,overcast clouds,2021-11-06 16:40:09
351,Port Macquarie,AU,-31.4333,152.9167,62.56,91,92,9.22,light rain,2021-11-06 16:40:09
352,Takestan,IR,36.0696,49.6959,44.73,73,100,7.87,overcast clouds,2021-11-06 16:40:10
353,Itarema,BR,-2.9248,-39.9167,88.86,56,43,16.2,scattered clouds,2021-11-06 16:40:10
354,Sweetwater,US,25.7634,-80.3731,75.02,75,40,3.0,scattered clouds,2021-11-06 16:40:10
355,Mahina,PF,-17.5065,-149.489,78.57,69,75,3.44,broken clouds,2021-11-06 16:40:11
356,Joensuu,FI,62.6012,29.7632,36.09,89,75,5.75,broken clouds,2021-11-06 16:40:11
357,Naila,DE,50.3167,11.7,41.16,92,75,5.01,broken clouds,2021-11-06 16:40:11
358,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,67,90,10.76,overcast clouds,2021-11-06 16:40:12
359,Biltine,TD,14.5333,20.9167,89.22,14,0,8.7,clear sky,2021-11-06 16:40:12
360,Iqaluit,CA,63.7506,-68.5145,17.33,78,75,15.01,broken clouds,2021-11-06 16:40:12
361,Rio Grande,BR,-32.035,-52.0986,66.31,66,96,17.81,overcast clouds,2021-11-06 16:38:03
362,Shirokiy,RU,49.758,129.523,12.56,81,0,5.41,clear sky,2021-11-06 16:40:13
363,Mercedes,AR,-34.6515,-59.4307,71.85,23,60,9.91,broken clouds,2021-11-06 16:40:13
364,Vyazma,RU,55.2104,34.2951,43.41,79,90,16.37,light rain,2021-11-06 16:40:14
365,Pathein,MM,16.7833,94.7333,75.81,86,79,6.04,broken clouds,2021-11-06 16:40:14
366,Kungurtug,RU,50.5994,97.5228,1.8,95,93,1.07,overcast clouds,2021-11-06 16:40:14
367,Keti Bandar,PK,24.1447,67.4497,80.35,51,24,6.06,few clouds,2021-11-06 16:40:15
368,Byron Bay,AU,-28.65,153.6167,66.87,89,92,6.98,overcast clouds,2021-11-06 16:40:15
369,Maridi,SS,4.9158,29.4742,71.78,75,68,1.54,light rain,2021-11-06 16:40:15
370,Benguela,AO,-12.5763,13.4055,79.5,73,91,4.21,overcast clouds,2021-11-06 16:40:16
371,Cibitung,ID,-7.119,107.1309,68.4,95,100,1.45,overcast clouds,2021-11-06 16:40:16
372,Te Anau,NZ,-45.4167,167.7167,44.2,89,54,0.49,broken clouds,2021-11-06 16:40:16
373,Annau,TM,37.8876,58.516,36.9,38,100,6.91,overcast clouds,2021-11-06 16:40:17
374,Edea,CM,3.8,10.1333,77.52,94,88,4.03,moderate rain,2021-11-06 16:40:17
375,Luanda,AO,-8.8368,13.2343,78.8,83,75,5.75,broken clouds,2021-11-06 16:36:58
376,Bahia Blanca,AR,-38.7196,-62.2724,69.58,22,83,2.8,broken clouds,2021-11-06 16:36:28
377,Xinzhou,CN,38.4092,112.7333,21.07,95,100,11.99,light snow,2021-11-06 16:40:18
378,Lata,PT,40.1629,-8.3327,60.06,49,0,6.55,clear sky,2021-11-06 16:40:18
379,Lavrentiya,RU,65.5833,-171.0,3.67,81,29,8.34,scattered clouds,2021-11-06 16:40:18
380,Takapau,NZ,-40.0333,176.35,54.73,99,100,2.04,overcast clouds,2021-11-06 16:40:19
381,Kyshtovka,RU,56.555,76.6271,30.92,88,99,14.9,overcast clouds,2021-11-06 16:40:19
382,Groningen,NL,53.25,6.75,52.03,76,75,5.01,broken clouds,2021-11-06 16:40:19
383,Airai,TL,-8.9266,125.4092,63.05,92,44,0.98,scattered clouds,2021-11-06 16:40:19
384,Maumere,ID,-8.6199,122.2111,80.49,83,100,2.08,overcast clouds,2021-11-06 16:40:20
385,Fomboni,KM,-12.28,43.7425,81.27,76,43,7.25,scattered clouds,2021-11-06 16:40:20
386,Prieska,ZA,-29.6641,22.7474,76.19,12,98,14.09,overcast clouds,2021-11-06 16:40:21
387,Chestermere,CA,51.0334,-113.8187,36.48,62,75,4.61,broken clouds,2021-11-06 16:40:21
388,Faya,SA,18.3851,42.4509,64.51,63,8,3.38,clear sky,2021-11-06 16:40:22
389,Nemuro,JP,43.3236,145.575,48.79,75,47,13.76,scattered clouds,2021-11-06 16:40:22
390,Tabou,CI,4.423,-7.3528,81.19,76,82,6.53,broken clouds,2021-11-06 16:40:22
391,Paka,MY,4.6374,103.4368,78.73,100,80,0.0,broken clouds,2021-11-06 16:40:23
392,General Roca,AR,-39.0333,-67.5833,68.4,16,90,20.18,overcast clouds,2021-11-06 16:40:23
393,Makakilo City,US,21.3469,-158.0858,75.56,74,20,3.44,few clouds,2021-11-06 16:39:21
394,Murray Bridge,AU,-35.1167,139.2667,60.44,81,97,11.79,overcast clouds,2021-11-06 16:40:24
395,Yangambi,CD,0.8102,24.4336,80.06,65,97,2.39,overcast clouds,2021-11-06 16:40:24
396,Flinders,AU,-34.5833,150.8552,67.28,89,57,1.01,broken clouds,2021-11-06 16:40:24
397,San Joaquin,US,37.9333,-121.3011,59.13,91,1,0.0,clear sky,2021-11-06 16:40:25
398,Kenora,CA,49.8167,-94.4337,47.59,76,20,8.05,few clouds,2021-11-06 16:39:43
399,Isiro,CD,2.7739,27.616,69.15,94,42,3.71,light rain,2021-11-06 16:40:25
400,Waingapu,ID,-9.6567,120.2641,82.31,79,100,2.73,overcast clouds,2021-11-06 16:40:26
401,Jaguaruna,BR,-28.615,-49.0256,71.87,85,97,6.4,overcast clouds,2021-11-06 16:40:26
402,Bologoye,RU,57.8799,34.1068,40.8,86,100,9.71,overcast clouds,2021-11-06 16:40:26
403,Conde,BR,-7.2597,-34.9075,87.26,58,75,11.5,broken clouds,2021-11-06 16:40:27
404,Ust-Ilimsk,RU,58.0006,102.6619,23.56,92,100,9.95,light snow,2021-11-06 16:40:27
405,Hualmay,PE,-11.0964,-77.6139,69.66,72,60,10.63,broken clouds,2021-11-06 16:40:27
406,Salinopolis,BR,-0.6136,-47.3561,86.97,62,94,9.57,overcast clouds,2021-11-06 16:40:28
407,Hambantota,LK,6.1241,81.1185,79.63,79,100,13.71,moderate rain,2021-11-06 16:40:28
408,Sharan,RU,54.8167,54.0,37.74,35,100,25.84,overcast clouds,2021-11-06 16:40:28
409,Vestmanna,FO,62.1564,-7.1664,47.32,100,90,1.14,mist,2021-11-06 16:40:29
410,Egvekinot,RU,66.3167,-179.1667,-12.51,93,54,1.43,broken clouds,2021-11-06 16:40:29
411,Barabai,ID,-2.5833,115.3833,76.59,87,85,2.01,overcast clouds,2021-11-06 16:40:30
412,Alamogordo,US,32.8995,-105.9603,74.57,31,1,5.75,clear sky,2021-11-06 16:37:53
413,Baykit,RU,61.67,96.37,12.49,99,99,1.63,overcast clouds,2021-11-06 16:40:30
414,Hormigueros,PR,18.1397,-67.1274,90.91,67,25,3.0,scattered clouds,2021-11-06 16:40:31
415,Cururupu,BR,-1.8283,-44.8683,91.38,48,64,7.87,broken clouds,2021-11-06 16:40:31
416,Pergamino,AR,-33.89,-60.5736,75.25,22,57,8.21,broken clouds,2021-11-06 16:40:31
417,Carupano,VE,10.6678,-63.2585,85.14,66,99,14.12,overcast clouds,2021-11-06 16:40:32
418,Batagay-Alyta,RU,67.8006,130.4114,-8.39,80,100,7.29,overcast clouds,2021-11-06 16:40:32
419,Shadrinsk,RU,56.0852,63.6335,36.34,58,100,16.31,overcast clouds,2021-11-06 16:40:32
420,Kasongo-Lunda,CD,-6.4667,16.8167,74.93,92,94,3.09,moderate rain,2021-11-06 16:40:33
421,Kryve Ozero,UA,47.9524,30.3493,49.51,51,99,6.17,overcast clouds,2021-11-06 16:40:33
422,Sonoita,MX,31.85,-112.8333,79.54,16,0,5.26,clear sky,2021-11-06 16:40:34
423,Elizabeth City,US,36.2946,-76.2511,61.0,82,90,20.71,overcast clouds,2021-11-06 16:40:34
424,Namatanai,PG,-3.6667,152.4333,78.58,76,59,8.97,broken clouds,2021-11-06 16:40:34
425,Ubinskoye,RU,55.3068,79.6802,29.26,96,100,14.0,overcast clouds,2021-11-06 16:40:35
426,Yuzhnouralsk,RU,54.4418,61.2536,33.64,35,100,18.1,overcast clouds,2021-11-06 16:40:35
427,Sikonge,TZ,-5.6333,32.7667,80.85,23,95,9.66,overcast clouds,2021-11-06 16:40:35
428,Belousovka,KZ,50.1339,82.5239,25.65,59,75,8.95,broken clouds,2021-11-06 16:40:36
429,Medicine Hat,CA,50.0501,-110.6683,43.21,57,20,1.01,few clouds,2021-11-06 16:38:12
430,Tupik,RU,54.4253,119.9327,13.24,50,44,2.51,scattered clouds,2021-11-06 16:40:36
431,Timmins,CA,48.4669,-81.3331,46.22,71,75,9.22,broken clouds,2021-11-06 16:40:37
432,Sena Madureira,BR,-9.0656,-68.6569,91.49,43,95,3.09,overcast clouds,2021-11-06 16:40:37
433,Vanimo,PG,-2.6741,141.3028,76.78,90,71,4.68,broken clouds,2021-11-06 16:40:37
434,Sines,PT,37.9562,-8.8698,62.29,33,0,7.0,clear sky,2021-11-06 16:40:38
435,Teguise,ES,29.0605,-13.564,68.22,56,20,24.16,few clouds,2021-11-06 16:40:38
436,Maracai,BR,-22.6106,-50.6672,92.28,38,79,8.08,broken clouds,2021-11-06 16:40:38
437,Bilibino,RU,68.0546,166.4372,-7.26,90,90,3.4,overcast clouds,2021-11-06 16:40:39
438,Plettenberg Bay,ZA,-34.0527,23.3716,60.66,69,92,3.36,overcast clouds,2021-11-06 16:40:39
439,Lakes Entrance,AU,-37.8811,147.981,60.17,94,70,8.39,broken clouds,2021-11-06 16:40:39
440,Chapais,CA,49.7834,-74.8492,38.98,77,68,12.62,broken clouds,2021-11-06 16:40:40
441,Oyama,JP,36.3,139.8,64.81,72,100,5.03,overcast clouds,2021-11-06 16:40:40
442,Mbigou,GA,-1.9005,11.906,70.05,97,100,0.6,moderate rain,2021-11-06 16:40:41
443,Salalah,OM,17.0151,54.0924,77.29,72,28,1.23,scattered clouds,2021-11-06 16:40:41
444,Harbour Breton,CA,47.4833,-55.7983,45.0,56,17,17.38,few clouds,2021-11-06 16:40:41
445,Fairbanks,US,64.8378,-147.7164,26.56,84,90,0.0,overcast clouds,2021-11-06 16:40:03
446,Oksfjord,NO,70.2396,22.3479,34.72,91,100,5.99,overcast clouds,2021-11-06 16:40:42
447,Natal,BR,-5.795,-35.2094,88.45,62,75,11.5,broken clouds,2021-11-06 16:36:58
448,Cabedelo,BR,-6.9811,-34.8339,88.47,66,69,10.67,broken clouds,2021-11-06 16:39:03
449,Pingliang,CN,35.5392,106.6861,21.43,55,100,17.47,overcast clouds,2021-11-06 16:40:43
450,Sinegorye,RU,62.0788,150.477,16.65,91,100,6.06,overcast clouds,2021-11-06 16:40:43
451,Nelson Bay,AU,-32.7167,152.15,66.09,85,78,1.01,broken clouds,2021-11-06 16:40:43
452,Kalisz,PL,51.7611,18.091,47.71,77,10,10.65,clear sky,2021-11-06 16:36:09
453,Belmonte,BR,-15.8631,-38.8828,82.4,84,77,9.8,broken clouds,2021-11-06 16:40:44
454,Brae,GB,60.3964,-1.353,51.71,92,100,29.62,overcast clouds,2021-11-06 16:40:44
455,Enshi,CN,30.3,109.4833,60.06,98,100,2.33,overcast clouds,2021-11-06 16:40:45
456,Mayo,US,38.8876,-76.5119,56.73,56,1,17.0,clear sky,2021-11-06 16:40:45
457,Pyay,MM,18.8167,95.2167,74.64,92,0,3.94,clear sky,2021-11-06 16:40:45
458,Rawah,IQ,34.4816,41.9093,70.0,33,0,6.82,clear sky,2021-11-06 16:40:46
459,Katoro,TZ,-3.0203,31.8958,68.22,77,97,5.57,overcast clouds,2021-11-06 16:40:46
460,Esil,KZ,51.9556,66.4042,30.11,25,72,12.08,broken clouds,2021-11-06 16:40:46
461,San Cristobal,VE,7.7669,-72.225,82.58,44,53,9.06,broken clouds,2021-11-06 16:40:47
462,Houma,US,29.5958,-90.7195,63.0,69,40,11.5,scattered clouds,2021-11-06 16:40:47
463,Port Shepstone,ZA,-30.7414,30.455,69.22,87,89,13.2,light rain,2021-11-06 16:40:47
464,Lasa,IT,46.6166,10.7002,38.28,74,0,2.8,clear sky,2021-11-06 16:40:48
465,Husavik,IS,66.0449,-17.3389,33.71,95,100,12.77,light snow,2021-11-06 16:40:48
466,Qarchi Gak,AF,37.04,66.7889,35.69,23,44,7.54,scattered clouds,2021-11-06 16:40:49
467,Reconquista,AR,-29.15,-59.65,68.58,59,93,9.35,overcast clouds,2021-11-06 16:40:49
468,Guerrero Negro,MX,27.9769,-114.0611,71.69,62,3,4.85,clear sky,2021-11-06 16:37:07
469,Kitaibaraki,JP,36.7833,140.75,43.9,83,73,5.08,broken clouds,2021-11-06 16:40:49
470,Puli,TW,23.9664,120.9695,73.22,66,0,4.74,clear sky,2021-11-06 16:40:50
471,Taltal,CL,-25.4,-70.4833,66.67,63,7,9.62,clear sky,2021-11-06 16:40:50
472,Berezovyy,RU,51.6667,135.7,18.75,38,3,11.48,clear sky,2021-11-06 16:40:50
473,Manado,ID,1.487,124.8455,75.97,94,40,1.14,moderate rain,2021-11-06 16:40:51
474,Mineros,BO,-17.1167,-63.2333,71.19,47,100,11.7,moderate rain,2021-11-06 16:40:51
475,Acarau,BR,-2.8856,-40.12,88.77,57,46,18.25,scattered clouds,2021-11-06 16:40:51
476,Yakovlevka,RU,44.425,133.4772,30.34,58,100,5.93,snow,2021-11-06 16:40:52
477,Las Choapas,MX,17.9333,-94.0833,77.05,73,87,9.51,overcast clouds,2021-11-06 16:40:52
478,Yeppoon,AU,-23.1333,150.7333,71.38,78,59,9.48,broken clouds,2021-11-06 16:40:52
479,Artyshta,RU,54.1222,86.2909,18.72,88,98,10.67,overcast clouds,2021-11-06 16:40:53
480,Contepec,MX,20.0167,-100.1167,54.28,31,75,6.64,broken clouds,2021-11-06 16:40:53
481,Seminole,US,28.7086,-81.2081,69.01,85,90,4.0,overcast clouds,2021-11-06 16:40:53
482,Coquimbo,CL,-29.9533,-71.3436,61.84,65,1,12.03,clear sky,2021-11-06 16:40:46
483,Mahajanga,MG,-15.7167,46.3167,80.62,83,20,9.22,few clouds,2021-11-06 16:40:54
484,Maniitsoq,GL,65.4167,-52.9,28.18,71,99,11.61,overcast clouds,2021-11-06 16:40:54
485,Muli,MV,2.9167,73.5667,82.72,73,69,13.96,broken clouds,2021-11-06 16:40:55
486,Muros,ES,42.7762,-9.0603,60.84,60,7,10.56,clear sky,2021-11-06 16:40:55
487,Burns Lake,CA,54.2331,-125.7533,24.22,78,85,0.56,overcast clouds,2021-11-06 16:40:56
488,Zastron,ZA,-30.3023,27.084,67.84,19,86,8.61,overcast clouds,2021-11-06 16:40:56
489,Nantucket,US,41.2835,-70.0995,53.71,49,1,5.75,clear sky,2021-11-06 16:36:54
490,Mogadishu,SO,2.0371,45.3438,79.54,76,38,14.0,scattered clouds,2021-11-06 16:40:56
491,Harper,LR,4.375,-7.7169,81.16,76,99,6.8,overcast clouds,2021-11-06 16:40:57
492,Alekseyevsk,RU,57.8406,108.3492,22.98,93,100,12.59,light snow,2021-11-06 16:40:57
493,Bethel,US,41.3712,-73.414,52.72,53,1,1.01,clear sky,2021-11-06 16:40:57
494,Bonavista,CA,48.6499,-53.1147,42.12,65,72,22.26,broken clouds,2021-11-06 16:40:58
495,Eyl,SO,7.9803,49.8164,78.71,65,69,9.91,broken clouds,2021-11-06 16:40:58
496,Kabompo,ZM,-13.5927,24.2008,83.57,20,90,5.26,overcast clouds,2021-11-06 16:40:58
497,Jackson,US,42.4165,-122.8345,48.45,92,75,3.44,broken clouds,2021-11-06 16:40:59
498,Asfi,MA,32.2994,-9.2372,65.64,51,0,27.27,clear sky,2021-11-06 16:40:59
499,Gerash,IR,27.6652,54.1371,71.74,52,68,3.06,broken clouds,2021-11-06 16:40:59
500,Magadan,RU,59.5667,150.8,34.54,92,100,14.94,overcast clouds,2021-11-06 16:41:00
501,Sakaiminato,JP,35.55,133.2333,49.98,100,20,5.75,few clouds,2021-11-06 16:41:00
502,Socorro,US,31.6546,-106.3033,70.88,32,20,3.44,few clouds,2021-11-06 16:41:00
503,Sayla,IN,22.55,71.4667,76.24,28,90,7.09,overcast clouds,2021-11-06 16:41:01
504,Hita,JP,33.3167,130.9333,61.14,93,65,4.74,broken clouds,2021-11-06 16:41:01
505,Amazar,RU,53.858,120.875,14.36,52,39,0.85,scattered clouds,2021-11-06 16:41:02
506,Ciudad Bolivar,VE,8.1222,-63.5497,91.33,46,100,10.67,overcast clouds,2021-11-06 16:41:02
507,Honningsvag,NO,70.9821,25.9704,35.35,64,75,20.71,broken clouds,2021-11-06 16:41:03
508,Allapalli,IN,19.4167,80.0667,65.75,60,16,2.01,few clouds,2021-11-06 16:41:03
509,Opuwo,NA,-18.0607,13.84,89.96,16,100,11.32,overcast clouds,2021-11-06 16:41:03
510,Qiongshan,CN,20.0058,110.3542,75.18,94,0,4.47,clear sky,2021-11-06 16:41:04
511,Kumo,NG,10.0447,11.2122,87.21,24,49,3.18,scattered clouds,2021-11-06 16:41:04
512,Baruun-Urt,MN,46.6806,113.2792,10.76,40,41,8.86,scattered clouds,2021-11-06 16:41:04
513,Guasdualito,VE,7.2424,-70.7324,88.56,54,65,5.91,broken clouds,2021-11-06 16:41:05
514,Kindu,CD,-2.95,25.95,71.83,92,92,8.1,light rain,2021-11-06 16:41:05
515,Sao Felix Do Xingu,BR,-6.6447,-51.995,86.63,61,70,4.14,broken clouds,2021-11-06 16:41:05
516,Tirodi,IN,21.6833,79.7,64.51,54,40,5.28,scattered clouds,2021-11-06 16:41:06
517,Shelburne,CA,44.0787,-80.2041,48.65,61,80,13.24,broken clouds,2021-11-06 16:41:06
518,Mehamn,NO,71.0357,27.8492,35.78,62,100,17.9,overcast clouds,2021-11-06 16:41:07
519,Yorkton,CA,51.2167,-102.4677,37.24,75,20,9.22,few clouds,2021-11-06 16:41:07
520,Tecoanapa,MX,16.5167,-98.75,84.43,63,73,2.01,broken clouds,2021-11-06 16:41:07
521,Kaputa,ZM,-8.4689,29.6619,81.37,38,46,5.64,scattered clouds,2021-11-06 16:41:08
522,Aleksandrovskoye,RU,44.7142,43.0008,44.74,82,64,5.08,broken clouds,2021-11-06 16:41:08
523,San Carlos De Bariloche,AR,-41.1456,-71.3082,67.75,14,0,11.5,clear sky,2021-11-06 16:41:08
